repito e urgente que os eleitores do presidente bolsonaro se organizem em militancia e usem contra a esquerda ladra assassina e narcotraficante os recursos mais agressivos que a lei permita    1
eu sou crente e nao sou bolsominion nao deus me libre    0
o bolsominion acabou de me responder dizendo voce quer o que que a policia deixe de fazer operacoes pra preservar a vida dos moradores de favelas puts claro que e isso que eu quero    0
enterro de uma menina que foi assassinada pela policia ai oq um policial oportunista faz vai la sem farda querendo conversar tinha que ter tomado um pau cusao do crl ele queria era se promover tipico de bolsominion    0
vamos la segundo a esquerda eu estou na onu sou bancado pelo eduardo bolsonaro sou o rei dos vaporwaves alem de ser o pavao misterioso resumo nao sou uma pessoa sou uma ideia    1
imagine que triste voce ser de esquerda e descobrir que a empresa que voce trabalha dou r 40 mil reais para o atual presidente na campanha eleitoral dele    1
na luta pelo block do carlos bolsonaro e xingamentos dos bolsominions    0
bolsominion acha que aborto e assassinato mas defende que policia fuzilar pelas costas uma crianca de 8 anos e acidente    0
bolsonaro esta usando uma descendente de indigena youtuber para dizer que ela representa os indios do brasil e que ela concorda com as politicas dele por isso precisamos subir a tag peco a ajuda de todos vamos colocar essa tag em primeiro lugar esquerda unida    1
cana neles operacao da pf mira fraudes no sistema previdenciario e um absurdo o prejuizo foi de r 55 milhoes aos poucos o governo bolsonaro vai descobrindo tudo o que a esquerdalha estragou roubou e escondeu    1
bolsominion e uma coisa assim muito burra mesmo ne puta que pariu tao usando imagens dos pais da greta com selos antifascista como se fosse algo ruim    0
perfil aglutinador e clareza de rumos tracos exibidos por flavio dino em entrevista ao ele reune condicoes para liderar forcas do centro democratico a esquerda na elaboracao de um programa de reconstrucao e retomada do desenvolvimento no pos-bolsonaro    1
meu professor foi elogiar bolsonaro e quase todos os alunos se retiraram da sala achei que por ser um curso pago a maioria era coxinha bolsominion porem nao    0
estes era o grupo imenso que estava protestando quando bolsonaro chegou no hotel os gritos amazonia sim bolsonaro nao lula livre tulio gadelha namorado de fatima bernardes estava no protesto o deputado deveria estar trabalhando no congresso olha a cara da esquerdalha    1
essas enquetes estao me dando cada vez mais medo votei no ancap pq depois da adolescencia essa fase de lerdeza passa se for bolsominion nao tem mais jeito tem que sacrificar    0
a esquerda foi criminosamente demonizada por bolsonaro e os truculentos do psl e de extrema importancia ter no desmentindo factoides e bravatas desconstruindo preconceitos e esclarecendo a populacao sobre o que realmente e a esquerda justica social    1
nossa arrepia o fato dos bolsominions nao gostaram ou nem ao menos ouvirem a greta falando ela so quer o bem da terra e a galera ja eh contra ela ja achando que ela eh uma ameaca ao bolsonaro serio o mundo ta perdido mesmo..    0
so o que me faltava era boiolas defendendo bolsominion de reality show xexelento    0
4:31 esquerda fica enfurecida apos aras dizer que vai revisar acoes de dodge contra pautas de bolsonaro colabore com o seu rt e sua inscricao no canal nos ajuda muito com a relevancia e alcance    1
ela nao e da esquerda por isso alguem foi ouvir a maioria deles cacique e igual sindicalista    1
tb so me aparece bolsominion    0
exclusao de ilicitude ilicito aquilo que e previsto como ilegal crime a proposta de moro e isentar policiais excluindo deles essa responsa no popular pode atirar que a lei vai garantir sua impunidade ei bolsominion como diria clarice lispector caguei pra sua opiniao    0
mais um crente que nao e bolsominion pela graca de cristo    0
deve estar andando nua nos protestos da esquerdalha com em fotos de politicos com o sovaco cabeludo gritando fora bolsonaro meu corpo minhas regras ou algo parecido esse povo nao tem muito futuro    1
o jornal da band mostrou a chegada de bolsonaro em nova york e destacou os protestos na porta do hotel eram menos de 20 manifestantes todos brasileiros os cartazes luto pela amazonia lula livre sao elitistas de esquerda caviar que moram na cidade deixe aqui sua risada    1
o problema e que basicamente temos so o bolsonaro e trump contra uma esquerda espalhada mas unida pelo mundo inteiro por isso temos que apoiar o presidente de todo e qualquer jeito que pudermos    1
ei bolsonaro vai tomar no cu    0
